,eventId,created,startExpect,endExpect,start,end,cp,category,description,sids,lng,lat,accident_sid
77,3767818,2020-12-30 19:34:25,2020-12-30 19:11:00,2020-12-30 19:41:00,,,경찰청(UTIC),ACCIDENT,[사고] 언주로 영동3교 에서 매봉터널 방향 2차로 교통사고 주의운전 ,[1220011502],127.050198064679,37.4879417590547,1220011502
66,3767839,2020-12-30 21:26:00,2020-12-30 21:24:00,2020-12-30 21:44:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (성수대교 → 영동대교) 3차로 승용차관련 추돌사고로 정체,[1220005401],127.047731,37.529258,1220005401
63,3767845,2020-12-30 22:00:00,2020-12-30 21:59:00,2020-12-30 22:19:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (하남 → 공항) 가양대교 조금 못 간 지점 4차로 승용차끼리 추돌사고로 정체,[1150002402],126.869743,37.558965,1150002402
69,3767860,2020-12-30 22:20:00,2020-12-30 22:19:00,2020-12-30 22:39:00,,,tbs 교통방송,ACCIDENT,동부간선도로 성수대교방면 (군자교 → 성동교) 1차로 추돌사고 처리작업으로 또 다른 사고위험,[1030001800],127.051254,37.551998,1030001800
180,3767901,2020-12-31 07:25:00,2020-12-31 07:23:00,2020-12-31 07:43:00,,,tbs 교통방송,ACCIDENT,"강변북로 (일산 → 구리) 양화대교부근 2차로 승용차,택시 추돌사고로 정체",[1130000902],126.908669,37.545883,1130000902
168,3768179,2020-12-31 11:16:00,2020-12-31 11:12:00,2020-12-31 11:42:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 자유로 (문산방향) 남고양IC → 북로JC  3차로 통제,  사고",[2180000402],126.84109481,37.5891505762138,2180000402
195,3768205,2020-12-31 12:26:25,2020-12-31 11:38:00,2020-12-31 12:38:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 염창교 에서 염창IC 방향 1차로 교통사고 주의운전 ,[1150057000],126.8756167,37.5535428,1150057000
169,3768207,2020-12-31 12:26:25,2020-12-31 11:52:00,2020-12-31 12:59:00,,,경찰청(UTIC),ACCIDENT,[사고] 강변북로 성산대교 에서 양화대교북단진입로위 방향 2차로 교통사고 승용차 관련. 후미 지체 서울청,[1130045800],126.907405759276,37.5474859595794,1130045800
196,3768390,2020-12-31 15:31:00,2020-12-31 15:18:00,2020-12-31 15:48:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 올림픽대로 (하남방향) 방화대교 → 가양대교  2차로 통제,  사고",[1150004502],126.83974687,37.5764481081213,1150004502
188,3768412,2020-12-31 16:36:00,2020-12-31 16:33:00,2020-12-31 16:53:00,,,tbs 교통방송,ACCIDENT,양재대로 (염곡4거리 → 선암나들목) 양재나들목 조금 지난 지점 3차로 승용차관련 사고 처리작업으로 정체,[1210001100],127.037696,37.462011,1210001100
185,3768527,2020-12-31 20:50:00,2020-12-31 20:49:00,2020-12-31 21:09:00,,,tbs 교통방송,ACCIDENT,내부순환로 (성산대교 → 성수대교) 길음램프부근 3차로 승용차관련 추돌사고로 사고위험,[1070000500],127.031471,37.603533,1070000500
182,3768534,2020-12-31 21:57:00,2020-12-31 21:55:00,2020-12-31 22:15:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (성산대교 → 가양대교) 4차로 차량이 옆으로 넘어진사고로 사고위험,[1150002402],126.865777,37.561592,1150002402
132,3768862,2021-01-02 10:16:00,2021-01-02 10:11:00,2021-01-02 10:31:00,,,tbs 교통방송,ACCIDENT,구리암사대교 (북단 → 남단) 남단부근 올림픽대로 진출로에 화물차가 행인을 친 사고로 정체,[1240217000],127.133384,37.567242,1240217000
144,3768869,2021-01-02 11:03:23,2021-01-02 10:40:00,2021-01-02 11:10:00,,,경찰청(UTIC),ACCIDENT,[사고] 광나루로 상원삼거리 에서 성수동2가삼거리 방향 1차로 교통사고 주의운전  ,[1030012104],127.05535451773,37.5497302506906,1030012104
147,3768872,2021-01-02 11:03:23,2021-01-02 10:55:00,2021-01-02 11:25:00,,,경찰청(UTIC),ACCIDENT,[사고] 시흥대로 시흥사거리 에서 문일중고 방향 4차로 교통사고 주의운전  ,[1170000504],126.900796575007,37.4538841231922,1170000504
139,3769104,2021-01-02 14:10:00,2021-01-02 14:07:00,2021-01-02 14:27:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (한남대교 → 반포대교) 2차로 추돌사고 처리작업으로 정체,[1210005301],127.006685,37.515446,1210005301
143,3769115,2021-01-02 15:21:00,2021-01-02 15:17:00,2021-01-02 15:37:00,,,tbs 교통방송,ACCIDENT,강변북로 구리방면 (동호대교 → 성수대교) 4차로 추돌사고 처리작업으로 정체,[1030001200],127.022076,37.542078,1030001200
134,3769190,2021-01-02 18:21:00,2021-01-02 18:09:00,2021-01-02 18:29:00,,,tbs 교통방송,ACCIDENT,강변북로 일산방면 (원효대교 → 마포대교) 3차로 승용차관련 추돌사고 처리작업으로 정체,[1020001403],126.948012,37.533762,1020001403
137,3769193,2021-01-02 19:11:27,2021-01-02 18:58:00,2021-01-02 19:28:00,,,경찰청(UTIC),ACCIDENT,"[사고] 일반국도1호선 신사오거리 에서 윤엘리트학원 방향 2,3차로 교통사고 주의운전 ",[1110001203],126.915856361111,37.6022790027778,1110001203
159,3769464,2021-01-03 15:38:00,2021-01-03 15:36:00,2021-01-03 15:56:00,,,tbs 교통방송,ACCIDENT,"행주대교 (북단 → 남단) 남단부근 1,2차로 승용차관련 추돌사고 처리작업으로 정체",[1150007201],126.805458,37.593511,1150007201
163,3769476,2021-01-03 16:39:24,2021-01-03 16:16:00,2021-01-03 16:46:00,,,경찰청(UTIC),ACCIDENT,[사고] 통일로 홍제삼거리 에서 인왕아파트 방향 3차로 고장 차량 주의운전  ,[1120010505],126.947588134252,37.5855506768563,1120010505
158,3769549,2021-01-03 19:15:21,2021-01-03 19:01:00,2021-01-03 19:31:00,,,경찰청(UTIC),ACCIDENT,[사고] 만리재로 공덕오거리 에서 서울역서부교차로 방향 3차로 고장 차량 주의운전  ,[1130009403],126.953577516325,37.5443461269884,1130009403
22,3769581,2021-01-04 06:46:00,2021-01-04 06:44:00,2021-01-04 07:04:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (하남 → 공항) 반포대교 조금 못 간 지점 2차로 승용차관련 추돌사고로 정체,[1210005301],127.003337,37.51287,1210005301
31,3769604,2021-01-04 09:09:23,2021-01-04 08:51:00,2021-01-04 20:21:00,,,경찰청(UTIC),ACCIDENT,[사고] 삼봉로 서울소방본부 에서 미국대사관 방향 2차로 교통사고 주의운전 ,[1000029100],126.978431992987,37.5727410630064,1000029100
25,3769791,2021-01-04 10:22:00,2021-01-04 10:19:00,2021-01-04 10:39:00,,,tbs 교통방송,ACCIDENT,[사고] 양화대교 (남단 → 북단) 남단 조금 지난 지점 하위차로 사고 처리작업으로 정체,[1180003800],126.902632,37.541896,1180003800
36,3769811,2021-01-04 11:20:00,2021-01-04 11:18:00,2021-01-04 11:38:00,,,tbs 교통방송,ACCIDENT,[사고] 경부고속도로 (서울 → 부산) 잠원나들목부근 갓길 승용차 화재사고로 사고위험,[1210005101],127.015213,37.512256,1210005101
33,3769826,2021-01-04 11:43:22,2021-01-04 11:18:00,2021-01-04 11:48:00,,,경찰청(UTIC),ACCIDENT,[사고] 경부고속도로 한남IC 에서 잠원IC 방향 4차로 화재 주의운전 서울청,[1210005101],127.015202092816,37.5140445778773,1210005101
47,3769830,2021-01-04 11:43:22,2021-01-04 11:35:00,2021-01-04 12:05:00,,,경찰청(UTIC),ACCIDENT,[사고] 경부고속도로 한남IC 에서 잠원IC 방향 4차로 화재 주의운전 ,[1210005101],127.015618045306,37.5159025775634,1210005101
29,3769831,2021-01-04 11:43:22,2021-01-04 11:38:00,2021-01-04 12:08:00,,,경찰청(UTIC),ACCIDENT,[사고] 동일로 덕산빌딩앞 에서 중화장미아파트 방향 1차로 고장 차량 주의운전 ,[1060004201],127.078469412644,37.6065112811784,1060004201
37,3770107,2021-01-04 15:15:00,2021-01-04 15:02:00,2021-01-04 15:32:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 강변북로 (일산방향) 동작대교 → 한강대교  3차로 통제,  사고",[1020000201],126.97287479,37.517457245547,1020000201
5,3770288,2021-01-05 08:10:00,2021-01-05 08:09:00,2021-01-05 08:29:00,,,tbs 교통방송,ACCIDENT,내부순환로 (성수대교 → 성산대교) 홍은램프부근 1차로 승용차끼리 추돌사고로 정체,[1120002100],126.949889,37.595192,1120002100
15,3770752,2021-01-05 14:22:00,2021-01-05 14:19:00,2021-01-05 14:45:00,,,tbs 교통방송,ACCIDENT,[사고] 동부간선도로 (의정부 → 성수대교) 응봉교부근 1차로 승용차관련 추돌사고로 정체,[1030001902],127.034774,37.546886,1030001902
96,3771011,2021-01-06 07:32:20,2021-01-06 07:29:00,2021-01-06 07:59:00,,,경찰청(UTIC),ACCIDENT,[사고] 가양로 구룡사거리 에서 가양대교북단 방향 3차로 교통사고 주의운행 서울청,[2180147300],126.875344147326,37.5798697906508,2180147300
99,3771088,2021-01-06 09:59:00,2021-01-06 09:58:00,2021-01-06 10:18:00,,,tbs 교통방송,ACCIDENT,"[사고] 내부순환로 (성수대교 → 성산대교) 국민대램프부근 2차로 승용차,화물차 추돌사고로 정체",[1070055900],126.997423,37.60938,1070055900
101,3771093,2021-01-06 10:02:23,2021-01-06 09:55:00,2021-01-06 10:25:00,,,경찰청(UTIC),ACCIDENT,[사고] 내부순환로 정릉 에서 국민대 방향 2차로 교통사고 주의운전 ,[1070000400],127.002664263521,37.6076681053589,1070000400
87,3771286,2021-01-06 11:09:00,2021-01-06 11:07:00,2021-01-06 11:27:00,,,tbs 교통방송,ACCIDENT,"[사고] 언주로 (구룡터널 → 매봉터널) 매봉터널4거리 조금 못 간 지점 2,3차로 승용차끼리 추돌사고로 정체",[1220011502],127.050283,37.487775,1220011502
119,3771305,2021-01-06 12:29:02,2021-01-06 12:29:02,2021-01-06 13:00:00,,,국토교통부,ACCIDENT,"[사고] 수도권제1순환선(1000) (4,5차로)사고처리중",[1240003502],127.1707,37.5669,1240003502
114,3771410,2021-01-06 12:41:00,2021-01-06 12:40:00,2021-01-06 13:00:00,,,tbs 교통방송,ACCIDENT,[사고] 동부간선도로 (성수대교 → 의정부) 월계1교 조금 못 간 지점 3차로 승용차끼리 추돌사고로 정체,[1100000602],127.065558,37.628918,1100000602
104,3771412,2021-01-06 12:52:02,2021-01-06 12:52:02,2021-01-06 13:22:00,,,국토교통부,ACCIDENT,"[사고] 수도권제1순환선(1000) (4,5차로,갓길)사고처리중",[1240003502],127.1753,37.5587,1240003502
92,3771417,2021-01-06 14:03:00,2021-01-06 14:02:00,2021-01-06 14:22:00,,,tbs 교통방송,ACCIDENT,[사고] 강변북로 구리방면 (마포대교 → 원효대교) 2차로 승용차끼리 추돌사고로 정체,[1020001302],126.948312863766,37.5325040664839,1020001302
93,3771613,2021-01-06 19:38:00,2021-01-06 19:30:00,2021-01-06 19:50:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (공항 → 하남) 동작대교부근 2개차로 막고 추돌사고 처리작업으로 정체,[1210004600],126.981848,37.504723,1210004600
96,3772150,2021-01-07 14:10:00,2021-01-07 14:08:00,2021-01-07 14:40:00,,,tbs 교통방송,ACCIDENT,[사고] 올림픽대로 하남방면 (공항 → 하남) 동호대교 조금 지난 지점 1차로 승용차관련 추돌사고 처리작업으로 정체,[1220005701],127.025603,37.533067,1220005701
113,3772165,2021-01-07 14:28:00,2021-01-07 14:27:00,2021-01-07 14:47:00,,,tbs 교통방송,ACCIDENT,"[사고] 강변북로 (일산 → 구리) 서강대교 조금 지난 지점 4차로 승용차,화물차 추돌사고로 정체",[1130000304],126.934655,37.541269,1130000304
95,3772300,2021-01-07 17:00:00,2021-01-07 16:58:00,2021-01-07 17:18:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (잠실대교 → 잠실철교) 2차로 화물차가 싣고가던 적재물에 화재난사고 처리작업으로 정체,[1230086700],127.098925,37.521257,1230086700
82,3772305,2021-01-07 17:25:21,2021-01-07 17:01:00,2021-01-07 17:31:00,,,경찰청(UTIC),ACCIDENT,[사고] 마포대로 서울서부지방검찰청 에서 애오개역  방향 4차로 교통사고 주의운전  ,[1130001811],126.955314229199,37.5504805702234,1130001811
203,3772395,2021-01-08 06:40:00,2021-01-08 06:39:00,2021-01-08 06:59:00,,,tbs 교통방송,ACCIDENT,내부순환로 성수대교방면 (정릉램프 → 길음램프) 1차로 승용차가 중앙분리대를 들이받은사고 처리작업으로 또 다른 사고위험,[1070000300],127.004519,37.607348,1070000300
214,3772397,2021-01-08 06:48:00,2021-01-08 06:47:00,2021-01-08 07:07:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 공항방면 (강동대교 → 구리암사대교) 4차로 승용차,화물차 추돌사고로 정체",[1240055101],127.148177,37.56653,1240055101
237,3772417,2021-01-08 07:19:18,2021-01-08 07:18:00,2021-01-08 07:48:00,,,경찰청(UTIC),ACCIDENT,[사고] 일반국도6호선 롯데불로장생센터 에서 경동시장앞교차로 방향 1차로 차량고장 주의운전 ,[1050000703],127.0376857,37.5781591,1050000703
215,3772429,2021-01-08 08:00:00,2021-01-08 07:57:00,2021-01-08 08:17:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (공항 → 하남) 영동대교 조금 못 간 지점 3차로 화물차끼리 추돌사고로 정체,[1220005401],127.052143,37.528175,1220005401
249,3772441,2021-01-08 08:53:00,2021-01-08 08:52:00,2021-01-08 09:12:00,,,tbs 교통방송,ACCIDENT,내부순환로 (성수대교 → 성산대교) 성산램프 조금 지난 지점 2차로 추돌사고 처리작업으로 정체,[1130004800],126.900296,37.562581,1130004800
228,3772531,2021-01-08 09:43:21,2021-01-08 09:18:00,2021-01-08 09:48:00,,,경찰청(UTIC),ACCIDENT,[사고] 동부간선도로 월계1교 에서 녹천교 방향 2차로 교통사고 주의운전 서울청,[1100002011],127.061739283574,37.6347266590874,1100002011
224,3772655,2021-01-08 09:53:00,2021-01-08 09:49:00,2021-01-08 10:20:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 올림픽대로 (하남방향) 성수대교 → 영동대교  3,4차로 통제,  사고","[1220005401, 1220005402]",127.053814016267,37.5274921861167,1220005401
204,3772708,2021-01-08 10:53:00,2021-01-08 10:51:00,2021-01-08 11:11:00,,,tbs 교통방송,ACCIDENT,"[사고] 올림픽대로 공항방면 (성수대교 → 동호대교) 3차로 택시,승용차 추돌사고로 청담대교 이전부터 정체",[1220005601],127.028093,37.534292,1220005601
240,3772722,2021-01-08 11:29:00,2021-01-08 11:28:00,2021-01-08 11:48:00,,,tbs 교통방송,ACCIDENT,[사고] 동부간선도로 (성수대교 → 의정부) 노원지하차도입구 1차로 승용차관련 추돌사고로 정체,"[1100003403, 1100067900]",127.055379,37.651159,1100003403
252,3772726,2021-01-08 12:13:21,2021-01-08 12:12:00,2021-01-08 12:42:00,,,경찰청(UTIC),ACCIDENT,[사고] 통일로 홍은사거리 에서 녹번역 방향 3차로 교통사고 주의운전 서울청,[1110086800],126.937628057415,37.5986913059605,1110086800
213,3772825,2021-01-08 12:30:00,2021-01-08 12:28:00,2021-01-08 12:48:00,,,tbs 교통방송,ACCIDENT,강변북로 (일산 → 구리) 양화대교 조금 지난 지점 2차로 승용차관련 추돌사고로 사고위험,[1130000902],126.90867,37.545829,1130000902
246,3772858,2021-01-08 14:48:21,2021-01-08 14:27:00,2021-01-08 14:57:00,,,경찰청(UTIC),ACCIDENT,[사고] 양평로 양평동사거리 에서 양평우체국 방향 1차로 교통사고 주의운전 ,[1180040501],126.8976793,37.5362045,1180040501
210,3772915,2021-01-08 15:47:00,2021-01-08 15:44:00,2021-01-08 16:04:00,,,tbs 교통방송,ACCIDENT,서부간선도로 성산대교방면 (고척교 → 오금교) 2차로 승용차관련 추돌사고 처리작업으로 정체,[1160002603],126.873368,37.503368,1160002603
236,3772918,2021-01-08 16:09:00,2021-01-08 16:08:00,2021-01-08 16:26:00,,,tbs 교통방송,ACCIDENT,내부순환로 성수대교방면 (정릉램프 → 길음램프) 2차로 추돌사고로 정체,[1070000300],127.008392,37.605915,1070000300
222,3772923,2021-01-08 16:21:00,2021-01-08 16:20:00,2021-01-08 16:50:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (성수대교 → 의정부) 응봉교부근 2차로 승용차관련 추돌사고로 정체,[1030001402],127.035521,37.547084,1030001402
217,3773036,2021-01-08 20:44:00,2021-01-08 20:43:00,2021-01-08 21:03:00,,,tbs 교통방송,ACCIDENT,강변북로 (일산 → 구리) 양화대교부근 1차로 승용차관련 추돌사고 처리작업으로 서행,[1130001902],126.906313,37.547791,1130001902
208,3773040,2021-01-08 21:22:00,2021-01-08 21:21:00,2021-01-08 21:41:00,,,tbs 교통방송,ACCIDENT,내부순환로 (성수대교 → 성산대교) 홍제램프부근 3차로 승용차끼리 추돌사고 처리작업으로 서행,[1120001700],126.9369,37.588888,1120001700
260,3773045,2021-01-08 21:46:00,2021-01-08 21:44:00,2021-01-08 22:04:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (성수대교 → 동호대교) 4차로 추돌사고로 정체,[1220005601],127.027075,37.534004,1220005601
31,3773133,2021-01-09 10:13:23,2021-01-09 10:05:00,2021-01-09 10:35:00,,,경찰청(UTIC),ACCIDENT,[사고] 한가람로 잠실1단지앞교차로 에서 잠실주공5단지 방향 1차로 차량고장 주의운전 ,[1230029000],127.0870941,37.5163775,1230029000
36,3773236,2021-01-09 10:36:00,2021-01-09 10:35:00,2021-01-09 10:55:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (성수대교 → 의정부) 성수분기점 1차로 승용차고장으로 서행,[1030001401],127.029884,37.542995,1030001401
35,3773239,2021-01-09 10:46:00,2021-01-09 10:43:00,2021-01-09 11:03:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (하남 → 공항) 방화대교 조금 못 간 지점 2차로 버스관련 추돌사고로 서행,[1150004600],126.830286,37.580287,1150004600
39,3773242,2021-01-09 11:24:00,2021-01-09 11:24:00,2021-01-09 11:44:00,,,tbs 교통방송,ACCIDENT,강남순환로 (금천 → 수서) 봉천터널 2차로 추돌사고로 사고위험 ,[1200050100],126.964991,37.468048,1200050100
21,3773245,2021-01-09 11:55:00,2021-01-09 11:53:00,2021-01-09 12:13:00,,,tbs 교통방송,ACCIDENT,"강변북로 (구리 → 일산) 이촌동부근 4차로 승용차,화물차 추돌사고로 정체",[1020000201],126.972094,37.517678,1020000201
8,3773248,2021-01-09 12:20:00,2021-01-09 12:18:00,2021-01-09 12:38:00,,,tbs 교통방송,ACCIDENT,"동부간선도로 (성수대교 → 의정부) 용비교부근 2,3차로 승용차관련 추돌사고로 정체",[1030001402],127.033382,37.545445,1030001402
0,3773249,2021-01-09 12:27:00,2021-01-09 12:25:00,2021-01-09 12:45:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 공항방면 (동호대교 → 한남대교) 4차로에 있었던 승용차관련 추돌사고 처리작업 완료, 여파로 정체, 같은방면 반포대교부근 4차로 승용차관련 추돌사고로 서행",[1210005301],127.003834,37.513212,1210005301
26,3773252,2021-01-09 12:32:00,2021-01-09 12:31:00,2021-01-09 12:51:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (반포대교 → 한남대교) 1차로 승용차끼리 추돌사고로 서행,[1210005402],127.006527,37.514906,1210005402
10,3773254,2021-01-09 12:50:26,2021-01-09 12:38:00,2021-01-09 13:08:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 반포대교 에서 한남대교  방향 1차로 교통사고 주의운전  서울청 ,[1210005402],127.006690591748,37.5150229558999,1210005402
2,3773339,2021-01-09 14:05:00,2021-01-09 14:03:00,2021-01-09 14:23:00,,,tbs 교통방송,ACCIDENT,"경부고속도로 (부산 → 서울) 서초나들목 조금 지난 지점 1,3차로 버스관련 추돌사고 처리작업으로 정체",[1210004200],127.024164,37.48854,1210004200
29,3773410,2021-01-09 16:43:00,2021-01-09 16:40:00,2021-01-09 17:00:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (하남 → 공항) 동작대교부근 1차로 승용차끼리 추돌사고 처리작업으로 정체,[1190028900],126.974881,37.505551,1190028900
3,3773411,2021-01-09 16:43:00,2021-01-09 16:35:00,2021-01-09 16:55:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 하남방면 (반포대교 → 한남대교) 2,3차로 승용차끼리 3중 추돌사고 처리작업으로 정체",[1210005402],127.007545,37.515771,1210005402
16,3773417,2021-01-09 17:32:00,2021-01-09 17:30:00,2021-01-09 17:50:00,,,tbs 교통방송,ACCIDENT,강변북로 구리방면 (마포대교 → 원효대교) 1차로 추돌사고 처리작업으로 정체,[1020001302],126.947311,37.533022,1020001302
32,3773440,2021-01-09 20:50:19,2021-01-09 20:41:00,2021-01-09 21:11:00,,,경찰청(UTIC),ACCIDENT,[사고] 삼양로 길음환승주차장앞교차로 에서 길음역앞교차로 방향 2차로 교통사고 주의운전 서울청,[1070013002],127.02546922411,37.6040073681185,1070013002
176,3773648,2021-01-10 12:54:00,2021-01-10 12:53:00,2021-01-10 13:13:00,,,tbs 교통방송,ACCIDENT,"청담대교 (남단 → 북단) 1,3차로 승용차,화물차관련 추돌사고 처리작업으로 정체",[1040017500],127.064314,37.526349,1040017500
198,3773649,2021-01-10 13:04:00,2021-01-10 13:03:00,2021-01-10 13:23:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (구리암사대교 → 강동대교) 1차로 버스관련 추돌사고 처리작업으로 정체,[1240055003],127.156491,37.569385,1240055003
169,3773650,2021-01-10 13:07:00,2021-01-10 13:06:00,2021-01-10 13:26:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (의정부 → 성수대교) 응봉교아래 하위2개차로 막고 승용차관련 추돌사고 처리작업으로 정체,[1030001902],127.036019,37.547913,1030001902
192,3773651,2021-01-10 13:09:24,2021-01-10 13:07:00,2021-01-10 13:37:00,,,경찰청(UTIC),ACCIDENT,[사고] 송파대로 석촌호수앞교차로 에서 잠실역 방향 5차로 교통사고 주의운전 서울청,[1230003400],127.103885183849,37.5089362298572,1230003400
181,3773658,2021-01-10 13:09:25,2021-01-10 12:51:00,2021-01-10 13:21:00,,,경찰청(UTIC),ACCIDENT,"[사고] 삼일대로 탑골공원 에서 종로2가교차로 방향 1,2차로 교통사고 주의운전  ",[1000006901],126.987605309344,37.5704549664949,1000006901
189,3773659,2021-01-10 13:09:25,2021-01-10 12:52:00,2021-01-10 13:22:00,,,경찰청(UTIC),ACCIDENT,"[사고] 청담대교 남단 에서 북단 방향 1,3차로 교통사고 주의운전 서울청",[1040017500],127.064245846326,37.5259663727126,1040017500
184,3773662,2021-01-10 13:09:25,2021-01-10 13:01:00,2021-01-10 13:31:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 암사IC 에서 강일IC 방향 1차로 교통사고 주의운전 서울청,[1240055003],127.157709167726,37.5698877925126,1240055003
167,3773701,2021-01-10 13:28:00,2021-01-10 13:26:00,2021-01-10 13:46:00,,,tbs 교통방송,ACCIDENT,경부고속도로 (부산 → 서울) 한남나들목 올림픽대로 공항방면 진입로 승용차관련 추돌사고 처리작업으로 정체,[1210066100],127.017884,37.519662,1210066100
175,3773797,2021-01-10 17:52:00,2021-01-10 17:50:00,2021-01-10 18:10:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (한남대교 → 반포대교) 1차로 추돌사고 처리작업으로 정체,[1210005301],127.007205,37.515874,1210005301
194,3773798,2021-01-10 17:57:00,2021-01-10 17:57:00,2021-01-10 18:17:00,,,tbs 교통방송,ACCIDENT,"서부간선도로 (성산대교 → 안양) 오목교부근 2차로 승용차,택시 추돌사고로 정체",[1180089200],126.881491,37.52287,1180089200
170,3773800,2021-01-10 18:21:00,2021-01-10 18:19:00,2021-01-10 18:39:00,,,tbs 교통방송,ACCIDENT,"동부간선도로 (성수대교 → 의정부) 용비교부근 1차로 승용차,화물차관련 추돌사고로 정체",[1030001402],127.034027,37.545927,1030001402
179,3773801,2021-01-10 18:26:22,2021-01-10 18:24:00,2021-01-10 18:54:00,,,경찰청(UTIC),ACCIDENT,[사고] 동부간선도로 용비IC 에서 응봉교  방향 1차로 교통사고 주의운전  서울청 ,[1030001402],127.033562795056,37.5455848511979,1030001402
190,3773822,2021-01-10 21:48:00,2021-01-10 21:47:00,2021-01-10 22:07:00,,,tbs 교통방송,ACCIDENT,서부간선도로 (안양 → 성산대교) 양평교부근 1차로 추돌사고로 정체,[1180003003],126.890031,37.538925,1180003003
131,3773845,2021-01-11 08:25:00,2021-01-11 08:23:00,2021-01-11 08:43:00,,,tbs 교통방송,ACCIDENT,강변북로 일산방면 (한강대교 → 원효대교) 3차로 추돌사고 처리작업으로 가양대교 이전부터 정체,[1020000601],126.955576,37.523908,1020000601
150,3773860,2021-01-11 08:32:20,2021-01-11 08:21:00,2021-01-11 08:51:00,,,경찰청(UTIC),ACCIDENT,[사고] 강변북로 한강대교 에서 원효대교 방향 3차로 교통사고 지체 서울청,[1020000601],126.954771941741,37.5245786333473,1020000601
151,3774059,2021-01-11 11:06:24,2021-01-11 10:59:00,2021-01-11 11:29:00,,,경찰청(UTIC),ACCIDENT,[사고] 신사로 도림교 에서 신림소방PB 방향 2차로 고장 차량 주의운전  ,[1200011203],126.921766811358,37.4897555666316,1200011203
130,3774278,2021-01-11 12:06:00,2021-01-11 12:04:00,2021-01-11 12:24:00,,,tbs 교통방송,ACCIDENT,"강변북로 (구리 → 일산) 청담대교 조금 못 간 지점 4차로 화물차,승용차관련 추돌사고 처리작업으로 정체",[1040000201],127.069319,37.530924,1040000201
143,3774281,2021-01-11 12:30:00,2021-01-11 12:29:00,2021-01-11 12:49:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (공항 → 하남) 성수대교 조금 지난 지점 1차로 승용차관련 추돌사고 처리작업으로 정체,[1220005401],127.038455,37.531803,1220005401
166,3774286,2021-01-11 13:21:00,2021-01-11 13:14:00,2021-01-11 13:44:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 수도권 제1순환고속도로 (구리방향) 상일IC → 강일IC  4차로 통제,  사고",[1240003502],127.1753,37.5587,1240003502
149,3774300,2021-01-11 13:46:24,2021-01-11 13:29:00,2021-01-11 13:59:00,,,경찰청(UTIC),ACCIDENT,[사고] 왕십리로 왕십리역앞 에서 한양대병원 방향 3차로 교통사고 주의운전 ,[1030015301],127.036065829096,37.5602914041811,1030015301
129,3774304,2021-01-11 13:46:24,2021-01-11 13:33:00,2021-01-11 14:03:00,,,경찰청(UTIC),ACCIDENT,"[사고] 양녕로 한강대교남단 에서 상도터널입구삼거리 방향 2,3차로 교통사고 화물차 관련. 후미 지체 서울청",[1190039000],126.955610081709,37.5133389369625,1190039000
132,3774309,2021-01-11 13:46:24,2021-01-11 13:38:00,2021-01-11 14:08:00,,,경찰청(UTIC),ACCIDENT,[사고] 중대로 경찰병원 에서 가락시장역 방향 2차로 교통사고 화물차-승용차. 후미 지체 서울청,[1230009901],127.120011157936,37.4932299370318,1230009901
158,3774383,2021-01-11 13:56:00,2021-01-11 13:55:00,2021-01-11 14:15:00,,,tbs 교통방송,ACCIDENT,"강변북로 (일산 → 구리) 성수대교 조금 지난 지점 2,3,4,5차로 승용차관련 추돌사고 처리작업으로 정체",[1030000700],127.036514,37.540038,1030000700
163,3774386,2021-01-11 14:04:00,2021-01-11 14:03:00,2021-01-11 14:23:00,,,tbs 교통방송,ACCIDENT,"[사고] 강변북로 구리방면 (가양대교 → 난지나들목) 5차로 승용차,화물차관련 추돌사고 처리작업으로 정체",[1130006902],126.884655849639,37.5638937665369,1130006902
